year,nh_land,nh_ocean,deep_nh,sh_land,sh_ocean,deep_sh,nh,sh
2156,2.536343266692405,2.179870406161038,0.48219459485772853,2.510865769723577,2.1300242685751867,0.5787772926488051,2.3203207132103967,2.202384153793381
2157,2.5371286167565397,2.181406816599636,0.4873078751555417,2.5116642459997047,2.1315863654105582,0.5834497755070737,2.321561205861456,2.2038011627224963
2158,2.5379123121496425,2.1829399899418593,0.49241038217258043,2.5124611212608907,2.1331453301048158,0.5881128896280619,2.322799084891726,2.2052153304244704
2159,2.538694356357977,2.184469933008019,0.49750213860730275,2.513256398717324,2.134701168938204,0.592766653796907,2.3240343558079024,2.206626662596237
2160,2.5394747528604626,2.1859966526040573,0.5025831671103436,2.5140500815727562,2.1362538881783726,0.5974110867610819,2.325267024105081,2.2080351649233054
2161,2.5402535051286854,2.187520155521572,0.507653490284613,2.514842173024512,2.1378034940803996,0.602046207230469,2.3264970952667747,2.209440843079781
2162,2.5410306166269185,2.1890404485378547,0.5127131306853998,2.5156326762635035,2.1393499928868165,0.6066720338774347,2.3277245747649458,2.210843702728387
2163,2.541806090812137,2.1905575384159164,0.5177621108204702,2.5164215944742434,2.140893390827635,0.6112885853369072,2.3289494680600273,2.2122437495204905
2164,2.5425799311340334,2.192071431904523,0.5228004531501692,2.51720893083486,2.1424336941203777,0.6158958802064497,2.33017178060095,2.2136409890961293
2165,2.5433521410350277,2.1935821357382137,0.5278281800875172,2.5179946885171027,2.143970908970089,0.6204939370463347,2.3313915178251587,2.215035427084022
2166,2.5441227239502915,2.1950896566373452,0.5328453139983161,2.518778870686367,2.14550504156938,0.6250827743796207,2.332608685158646,2.2164270691016075
2167,2.5448916833077555,2.1965940013081107,0.5378518772012412,2.5195614805016984,2.147036098098439,0.6296624106922262,2.333823288015971,2.2178159207550583
2168,2.545659022528127,2.1980951764425702,0.5428478919679457,2.5203425211158046,2.148564084725061,0.6342328644330028,2.3350353318002797,2.2192019876393023
2169,2.5464247450249093,2.1995931887186915,0.5478333805231573,2.521121995675075,2.150089007604673,0.6387941540138109,2.3362448219033416,2.2205852753380495
2170,2.547188854204412,2.2010880448003696,0.5528083650447793,2.521899907319588,2.1516108728803585,0.6433462978095937,2.3374517637055625,2.221965789423812
2171,2.5479513534657703,2.2025797513374608,0.5577728676639869,2.522676259183126,2.1531296866828864,0.6478893141584517,2.3386561625760147,2.223343535457932
2172,2.548712246200955,2.204068314965809,0.5627269104653261,2.5234510543931883,2.1546454551307286,0.6524232213617144,2.3398580238724564,2.224718518990596
2173,2.549471535794788,2.2055537423072713,0.567670515486814,2.5242242960710026,2.1561581843300917,0.6569480376840163,2.3410573529413528,2.2260907455608647
2174,2.5502292256249657,2.207036039969764,0.5726037047200344,2.524995987331539,2.1576678803749387,0.6614637813533701,2.3422541551179137,2.2274602206966927
2175,2.5509853190620646,2.208515214547275,0.5775265001102361,2.525766131283519,2.159174549347008,0.6659704705612393,2.343448435726102,2.228826949914945
2176,2.551739819469558,2.2099912726198974,0.5824389235564327,2.526534731029435,2.1606781973158498,0.6704681234626122,2.344640200078664,2.230190938721431
2177,2.5524927302038365,2.2114642207538657,0.5873409969114958,2.5273017896655525,2.162178830338838,0.674956758176074,2.345829453477154,2.231552192610914
2178,2.5532440546142157,2.2129340655015746,0.5922327419822567,2.5280673102819353,2.163676454461209,0.6794363927838815,2.347016201211955,2.232910717067147
2179,2.5539937960429553,2.2144008134016135,0.5971141805296014,2.5288312959624455,2.1651710757160667,0.6839070453320345,2.3482004485623023,2.2342665175628786
2180,2.5547419578252737,2.215864470978801,0.6019853342685665,2.5295937497847643,2.1666627001244247,0.6883687338303491,2.3493822007963114,2.2356195995598895
2181,2.5554885432893637,2.2173250447442063,0.6068462248684375,2.5303546748204027,2.1681513336952265,0.6928214762525301,2.3505614631709983,2.23696996850901
2182,2.5562335557564024,2.2187825411951763,0.6116968739528429,2.5311140741347122,2.1696369824253625,0.6972652905362445,2.351738240932299,2.238317629850139
2183,2.556976998540572,2.2202369668153716,0.6165373030998539,2.531871950786898,2.1711196522996983,0.7017001945831912,2.352912539315101,2.2396625890122666
2184,2.557718874949072,2.2216883280747926,0.6213675338420774,2.532628307830031,2.1725993492911044,0.7061262062591745,2.354084363543259,2.241004851413501
2185,2.558459188282131,2.2231366314298056,0.6261875876667523,2.5333831483110605,2.1740760793604705,0.7105433433941775,2.355253718829622,2.2423444224610827
2186,2.5591979418330273,2.2245818833231765,0.6309974860158465,2.5341364752708264,2.1755498484567335,0.7149516237824316,2.356420610376058,2.2436813075514115
2187,2.5599351388881013,2.2260240901840986,0.6357972502861504,2.534888291744071,2.1770206625169046,0.7193510651824897,2.3575850433734757,2.2450155120700663
2188,2.5606707827267674,2.227463258428215,0.640586901829375,2.535638600759452,2.1784885274660897,0.7237416853172972,2.358747023001845,2.2463470413918287
2189,2.5614048766215314,2.2288993944576556,0.6453664619522423,2.5363874053395548,2.179953449217515,0.7281235018742636,2.3599065544302227,2.2476759008807026
2190,2.562137423838,2.2303325046610527,0.6501359519165849,2.537134708500904,2.18141543367255,0.7324965325053331,2.36106364281677,2.2490020958899377
2191,2.5628684276349056,2.2317625954135862,0.6548953929394361,2.537880513253977,2.182874486720733,0.7368607948270558,2.362218293308786,2.2503256317620495
2192,2.5635978912641133,2.2331896730770073,0.6596448061931296,2.538624822603212,2.18433061423979,0.7412163064206607,2.363370511042727,2.2516465138288404
2193,2.564325817970633,2.234613743999654,0.6643842128053882,2.5393676395470246,2.1857838220956616,0.7455630848321242,2.3645203011442195,2.2529647474114207
2194,2.565052210992642,2.236034814516494,0.6691136338594208,2.540108967077819,2.1872341161425304,0.7499011475722402,2.365667668728096,2.2542803378202354
2195,2.565777073561495,2.237452890949151,0.6738330903940163,2.5408488081820004,2.188681502222841,0.7542305121166937,2.3668126188984147,2.2555932903550815
2196,2.566500408901734,2.2388679796059208,0.6785426034036351,2.541587165839982,2.1901259861673172,0.7585511959061286,2.3679551567484713,2.2569036103051237
2197,2.56722222023111,2.240280086781815,0.6832421938385058,2.542324043026202,2.1915675737949925,0.7628632163462188,2.369095287360837,2.258211302948922
2198,2.567942510760596,2.241689218758579,0.6879318826047157,2.5430594427091386,2.1930062709132407,0.7671665908077379,2.370233015807374,2.259516373554461
2199,2.5686612836943983,2.243095381804727,0.6926116905643039,2.5437933678513147,2.1944420833177856,0.7714613366266304,2.3713683471492573,2.2608188273791563
2200,2.5693785422299698,2.2444985821755594,0.6972816385353559,2.544525821409313,2.195875016792728,0.7757474711040808,2.372501286436997,2.262118669669879
