year,nh_land,nh_ocean,deep_nh,sh_land,sh_ocean,deep_sh,nh,sh
2113,2.5009572009145256,2.1106432891009383,0.2518019660147419,2.4749700984260152,2.059799872300847,0.3687248791972756,2.264426970355492,2.138682215264629
2114,2.5018171068982875,2.112325556138894,0.25740066551444496,2.475840550078116,2.0615027779396975,0.3738185354922406,2.2657852271380947,2.140226954645997
2115,2.5026752010809634,2.1140042786817492,0.26298756899452425,2.4767092561617137,2.0632022686442526,0.3789019785679836,2.2671406221070396,2.1417685962725703
2116,2.5035314872884586,2.1156794642141192,0.26856270130801835,2.477576220216503,2.0648983513387518,0.38397522890161595,2.268493161305409,2.1433071464255247
2117,2.5043859693370334,2.117351120201775,0.27412608725564835,2.4784414457684294,2.066591032920642,0.3890383069294062,2.2698428507610666,2.144842611361722
2118,2.505238651033623,2.119019254092269,0.27967775158591945,2.4793049363308364,2.068280320262804,0.39409123304682575,2.2711896964871627,2.1463749973157302
2119,2.506089536176084,2.120683873315414,0.2852177189952251,2.480166695405412,2.0699662202153895,0.39913402760860134,2.272533704482518,2.147904310501494
2120,2.506938628553418,2.1223449852837084,0.29074601412794987,2.4810267264829893,2.0716487396073773,0.4041667109287708,2.273874880731974,2.1494305571137438
2121,2.507785931945941,2.1240025973926744,0.29626266157657505,2.4818850330442075,2.0733278852478536,0.4091893032807448,2.2752132312066613,2.150953743329161
2122,2.5086314501254328,2.1256567170211453,0.30176768588178443,2.4827416185600715,2.0750036639270983,0.4142018248973694,2.276548761864235,2.1524738753073636
2123,2.50947518685526,2.127307351531505,0.3072611115325698,2.4835964864924143,2.0766760824174817,0.419204295970995,2.277881478649064,2.1539909591917192
2124,2.5103171458904803,2.128954508269885,0.31274296296633725,2.484449640294283,2.0783451474742187,0.4241967366535431,2.2792113874923996,2.155505001110031
2125,2.511157330977931,2.1305981945663426,0.31821326456901494,2.485301083410271,2.0800108658360092,0.4291791670565791,2.280538494312508,2.157016007175119
2126,2.5119957458563027,2.132238417735001,0.3236720406751591,2.4861508192767894,2.0816732442255628,0.43415160725138446,2.2818628050147938,2.158523983485296
2127,2.5128323942561983,2.1338751850741677,0.329119315568061,2.4869988513222974,2.083332289350054,0.4391140772690303,2.283184325491888,2.1600289361247804
2128,2.5136672799001953,2.1355085038664483,0.3345551134798536,2.487845182967494,2.0849880079014884,0.4440665971004523,2.2845030616237447,2.1615308711640298
2129,2.5145004065028917,2.1371383813788447,0.33997945859161877,2.488689817625487,2.086640406557028,0.44900918669652634,2.2858190192777195,2.1630297946600354
2130,2.5153317777709465,2.1387648248628257,0.3453923750334938,2.489532758701924,2.088289491979258,0.4539418659681457,2.2871322043086253,2.1645257126565647
2131,2.516161397403115,2.1403878415544,0.3507938868847785,2.4903740095951155,2.0899352708164103,0.45886465478629607,2.2884426225587937,2.1660186311843646
2132,2.5169892690902875,2.1420074386741943,0.3561840181740416,2.491213573696136,2.091577749702572,0.46377757298213457,2.289750279858135,2.167508556261349
2133,2.517815396515516,2.143623623427499,0.3615627928792273,2.492051454388905,2.093216935257836,0.4686806403470661,2.2910551820241776,2.1689954938927394
2134,2.5186397833540446,2.145236403004328,0.36693023492776167,2.4928876550502634,2.0948528340884507,0.47357387663282235,2.2923573348621162,2.1704794500711952
2135,2.5194624332733295,2.1468457845794697,0.37228636819665895,2.4937221790500352,2.096485452786945,0.47845730155153793,2.2936567441648505,2.1719604307769327
2136,2.5202833499330737,2.1484517753125316,0.3776312165126268,2.4945550297510892,2.0981147979322405,0.48333093477583033,2.2949534157130254,2.173438441977822
2137,2.521102536985236,2.1500543823479834,0.38296480365217284,2.4953862105093743,2.099740876089726,0.4881947959388773,2.296247355275061,2.1749134896294593
2138,2.5219199980740616,2.1516536128152,0.3882871533417104,2.4962157246739753,2.1013636938113605,0.49304890463449424,2.2975385686071914,2.1763855796752574
2139,2.5227357368361005,2.1532494738284993,0.39359828925766366,2.4970435755871403,2.1029832576357355,0.49789328041721337,2.298827061453494,2.177854718046502
2140,2.5235497569002234,2.1548419724871812,0.39889823502657235,2.4978697665843206,2.1045995740881427,0.5027279428023614,2.30011283954592,2.1793209106624163
2141,2.5243620618876457,2.156431115875566,0.4041870142251978,2.4986943009941966,2.1062126496806304,0.5075529112661381,2.3013959086043254,2.180784163430208
2142,2.5251726554119416,2.158016911063027,0.40946465038062735,2.4995171821387085,2.1078224909120618,0.5123682052456936,2.3026762743364997,2.1822444822451246
2143,2.525981541079066,2.1595993651040324,0.4147311669703779,2.5003384133330795,2.1094291042681594,0.5171738441392074,2.3039539424381954,2.1837018729904942
2144,2.5267887224873693,2.161178485038171,0.41998658742250244,2.5011579978858336,2.1110324962215423,0.521969847305964,2.305228918593155,2.1851563415377577
2145,2.527594203227615,2.162754277890192,0.42523093511569204,2.501975939098828,2.112632673231785,0.5267562340664339,2.3065012084731364,2.1866078937465234
2146,2.5283979868829936,2.1643267506700283,0.43046423337938133,2.502792240267263,2.114229641745442,0.5315330237023477,2.3077708177379366,2.1880565354645882
2147,2.529200077029148,2.1658959103728455,0.43568650549385174,2.5036069046797067,2.115823408196093,0.5363002354567771,2.3090377520354286,2.18950227252798
2148,2.53000047723418,2.167461763979057,0.44089777469033525,2.5044199356181114,2.1174139790043736,0.541057888534209,2.3103020170015753,2.1909451107609836
2149,2.5307991910586742,2.1690243184543743,0.4460980641511172,2.505231336357829,2.1190013605780056,0.5458060021006249,2.311563618260468,2.192385055976172
2150,2.5315962220557138,2.1705835807498266,0.4512873970096394,2.506041110167626,2.1205855593118343,0.5505445952835765,2.3128225614243463,2.1938221139744347
2151,2.5323915737708877,2.1721395578017866,0.4564657963506044,2.506849260309705,2.122166581587855,0.5552736871722654,2.3140788520936124,2.195256290545007
2152,2.533185249742317,2.173692256532017,0.46163328521007563,2.507655790039715,2.123744433775251,0.5599932968176164,2.3153324958568753,2.1966875914654995
2153,2.5339772535006686,2.175241683847695,0.46678988657558285,2.5084607026067687,2.1253191222304118,0.5647034432323559,2.3165834982909663,2.1981160225019196
2154,2.534767588569167,2.1767878466414414,0.47193562338622186,2.509264001253458,2.126890653296972,0.5694041453910892,2.3178318649609655,2.1995415894087045
2155,2.5355562584636147,2.1783307517913526,0.47707051853275845,2.5100656892158644,2.128459033305831,0.5740954222303759,2.319077601420224,2.200964297928737
